epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
42,2904.97,0.60302,0.4218,0.01703,0.01914,0.97333,0.96983,0.98502,0.87451,0.50302,0.2031,0.01776,0.01363,0.00024774,0.00024774,0.00024774
43,2973.45,0.59616,0.42033,0.01729,0.01799,0.96419,0.96134,0.97975,0.87311,0.5003,0.22474,0.01885,0.01596,0.000243611,0.000243611,0.000243611
44,3042.05,0.59621,0.40605,0.01815,0.01748,0.97332,0.96937,0.98708,0.88031,0.49519,0.2001,0.01915,0.01313,0.000239483,0.000239483,0.000239483
45,3111,0.60003,0.42193,0.01803,0.0188,0.97609,0.96414,0.98703,0.8807,0.49058,0.2052,0.01909,0.01233,0.000235355,0.000235355,0.000235355
46,3179.96,0.5791,0.39798,0.01763,0.01645,0.97055,0.97727,0.98734,0.88233,0.48763,0.19283,0.02007,0.01154,0.000231226,0.000231226,0.000231226
47,3249.23,0.58863,0.40616,0.01827,0.01618,0.98476,0.96526,0.98718,0.88015,0.48699,0.19874,0.01846,0.01371,0.000227098,0.000227098,0.000227098
48,3317.25,0.59107,0.42056,0.01819,0.017,0.97878,0.96683,0.98835,0.88119,0.48846,0.19699,0.01896,0.01195,0.00022297,0.00022297,0.00022297
49,3385.96,0.58281,0.4193,0.01824,0.01716,0.97257,0.97739,0.98786,0.8835,0.4825,0.19647,0.01886,0.01184,0.000218842,0.000218842,0.000218842
50,3455.22,0.57685,0.40272,0.01825,0.0157,0.97684,0.95854,0.98484,0.88216,0.4836,0.20433,0.01894,0.01202,0.000214713,0.000214713,0.000214713
51,3523.16,0.56372,0.39163,0.0178,0.01471,0.96956,0.96902,0.97671,0.87507,0.48722,0.21339,0.01827,0.01137,0.000210585,0.000210585,0.000210585
52,3591.36,0.57246,0.39424,0.01744,0.01443,0.97821,0.96992,0.98441,0.88115,0.48342,0.20524,0.01788,0.01199,0.000206457,0.000206457,0.000206457
53,3659.69,0.56882,0.38542,0.01742,0.01535,0.97711,0.96236,0.98271,0.87784,0.49117,0.2041,0.01842,0.01188,0.000202328,0.000202328,0.000202328
54,3727.89,0.56684,0.37984,0.01799,0.01606,0.97352,0.97904,0.98864,0.88215,0.48973,0.18206,0.01946,0.01628,0.0001982,0.0001982,0.0001982
55,3795.57,0.56688,0.37986,0.01812,0.0173,0.97393,0.97718,0.98595,0.87985,0.49327,0.19002,0.01944,0.01408,0.000194072,0.000194072,0.000194072
56,3863.34,0.56727,0.37287,0.01757,0.01586,0.97703,0.97842,0.99088,0.88449,0.49121,0.18175,0.01796,0.01255,0.000189943,0.000189943,0.000189943
57,3932.06,0.55801,0.36879,0.01731,0.01548,0.98359,0.97444,0.98884,0.88547,0.48694,0.18558,0.01795,0.01167,0.000185815,0.000185815,0.000185815
58,4001.11,0.55567,0.37065,0.01795,0.01388,0.97988,0.97644,0.98835,0.88573,0.48509,0.18852,0.01801,0.0136,0.000181687,0.000181687,0.000181687
59,4070.3,0.54825,0.36748,0.01753,0.01555,0.97745,0.96848,0.98657,0.88126,0.48498,0.19955,0.01788,0.01386,0.000177559,0.000177559,0.000177559
60,4139.07,0.55074,0.36949,0.01791,0.01517,0.97836,0.97347,0.98773,0.88317,0.48427,0.19328,0.01817,0.01252,0.00017343,0.00017343,0.00017343
61,4208.47,0.5502,0.3804,0.01782,0.01475,0.97799,0.96789,0.98124,0.87723,0.48867,0.20695,0.01817,0.01247,0.000169302,0.000169302,0.000169302
62,4276.95,0.54755,0.371,0.01769,0.01421,0.98092,0.97721,0.98963,0.88557,0.48375,0.18186,0.01791,0.01186,0.000165174,0.000165174,0.000165174
63,4345.43,0.55176,0.3631,0.01737,0.01478,0.98318,0.97034,0.98586,0.88098,0.48706,0.20212,0.01795,0.01351,0.000161045,0.000161045,0.000161045
64,4413.61,0.54412,0.3635,0.01735,0.01383,0.98063,0.97208,0.98559,0.88211,0.4882,0.19396,0.01789,0.01164,0.000156917,0.000156917,0.000156917
65,4482.45,0.54214,0.35967,0.01714,0.01474,0.97967,0.96509,0.98321,0.88053,0.48329,0.20461,0.01761,0.01138,0.000152789,0.000152789,0.000152789
66,4550.81,0.53664,0.35972,0.01748,0.01366,0.98056,0.97005,0.98973,0.88808,0.47586,0.18865,0.01786,0.01038,0.00014866,0.00014866,0.00014866
67,4620.11,0.53452,0.3569,0.0172,0.01294,0.97358,0.97294,0.98373,0.88051,0.48346,0.19621,0.01787,0.01159,0.000144532,0.000144532,0.000144532
68,4688.66,0.5349,0.34983,0.01742,0.01257,0.97566,0.97762,0.98916,0.8824,0.48507,0.19075,0.01799,0.01124,0.000140404,0.000140404,0.000140404
69,4757.48,0.53154,0.34657,0.0171,0.01314,0.98082,0.97812,0.99037,0.88489,0.4839,0.18825,0.01767,0.01081,0.000136276,0.000136276,0.000136276
70,4826.12,0.52792,0.34724,0.01683,0.01279,0.97845,0.98137,0.99112,0.88775,0.48328,0.18379,0.01763,0.01004,0.000132147,0.000132147,0.000132147
71,4894.87,0.53309,0.35013,0.01681,0.0138,0.97848,0.97141,0.99009,0.88733,0.48213,0.19141,0.01692,0.01126,0.000128019,0.000128019,0.000128019
72,4964.33,0.52273,0.34552,0.01647,0.01312,0.98433,0.97369,0.99102,0.88577,0.48503,0.18963,0.01703,0.01006,0.000123891,0.000123891,0.000123891
73,72.9594,0.52301,0.34715,0.01689,0.01263,0.98458,0.9831,0.99069,0.88559,0.48557,0.18109,0.01766,0.00995,0.000119762,0.000119762,0.000119762
74,147.968,0.51769,0.34065,0.0171,0.01287,0.9794,0.97813,0.99168,0.88776,0.48563,0.18534,0.01764,0.01215,0.000115634,0.000115634,0.000115634
75,223.437,0.52491,0.34456,0.01745,0.01324,0.98126,0.98323,0.98796,0.88236,0.48802,0.18546,0.01784,0.01148,0.000111506,0.000111506,0.000111506
76,299.076,0.51561,0.34194,0.01761,0.0121,0.98107,0.97647,0.99088,0.88542,0.48729,0.19222,0.01824,0.01101,0.000107378,0.000107378,0.000107378
77,374.28,0.5102,0.33057,0.01683,0.01208,0.98152,0.97248,0.98623,0.88317,0.48157,0.19013,0.01794,0.00999,0.000103249,0.000103249,0.000103249
78,450.253,0.51074,0.34074,0.01719,0.0121,0.98143,0.97563,0.98904,0.8843,0.48529,0.18836,0.0183,0.01068,9.91209e-05,9.91209e-05,9.91209e-05
79,523.996,0.51135,0.33083,0.01785,0.01221,0.98517,0.97463,0.99096,0.88592,0.48573,0.18926,0.01805,0.01004,9.49926e-05,9.49926e-05,9.49926e-05
80,599.298,0.50525,0.32987,0.01768,0.01177,0.98465,0.97021,0.98877,0.88392,0.48199,0.19028,0.01762,0.00994,9.08643e-05,9.08643e-05,9.08643e-05
81,674.54,0.50843,0.33095,0.01757,0.01183,0.98286,0.97765,0.99188,0.888,0.48219,0.18232,0.01734,0.00954,8.6736e-05,8.6736e-05,8.6736e-05
82,748.9,0.50617,0.33641,0.01677,0.01213,0.97726,0.98388,0.99082,0.88816,0.48415,0.18168,0.0174,0.0097,8.26077e-05,8.26077e-05,8.26077e-05
83,824.844,0.50638,0.33385,0.01779,0.0119,0.98247,0.97364,0.98805,0.88421,0.48253,0.18706,0.01724,0.00973,7.84794e-05,7.84794e-05,7.84794e-05
84,896.982,0.50022,0.32523,0.01703,0.01141,0.9794,0.98064,0.98877,0.88253,0.48367,0.18362,0.01735,0.01016,7.43511e-05,7.43511e-05,7.43511e-05
85,967.509,0.49838,0.31791,0.01693,0.01077,0.98487,0.97591,0.98933,0.88699,0.48041,0.18156,0.01709,0.01012,7.02228e-05,7.02228e-05,7.02228e-05
86,1036.28,0.50143,0.32385,0.01696,0.01087,0.98233,0.9779,0.98686,0.88535,0.47834,0.18641,0.01713,0.0094,6.60945e-05,6.60945e-05,6.60945e-05
87,1104.53,0.49145,0.31376,0.01679,0.01047,0.98361,0.97552,0.98849,0.88513,0.47891,0.18918,0.01719,0.00937,6.19662e-05,6.19662e-05,6.19662e-05
88,1173.07,0.48672,0.30864,0.01676,0.01126,0.98151,0.97676,0.9876,0.88365,0.48038,0.19102,0.01714,0.00947,5.78379e-05,5.78379e-05,5.78379e-05
89,1242.05,0.49472,0.32366,0.0171,0.0107,0.97784,0.98435,0.98805,0.88433,0.47986,0.18485,0.01725,0.00962,5.37096e-05,5.37096e-05,5.37096e-05
90,1310.73,0.48527,0.31485,0.01733,0.01062,0.98344,0.97157,0.98918,0.88498,0.48019,0.18881,0.01736,0.00909,4.95813e-05,4.95813e-05,4.95813e-05
91,1381.64,0.39785,0.17891,0.01722,0.00885,0.98138,0.97545,0.98922,0.8836,0.47982,0.18671,0.01735,0.00991,4.5453e-05,4.5453e-05,4.5453e-05
92,1450.89,0.39456,0.17114,0.01729,0.00924,0.98204,0.97866,0.98847,0.88369,0.48107,0.18776,0.01758,0.00985,4.13247e-05,4.13247e-05,4.13247e-05
93,1519.91,0.38992,0.17174,0.01684,0.00923,0.98047,0.97976,0.98688,0.88271,0.48274,0.18717,0.01748,0.00982,3.71964e-05,3.71964e-05,3.71964e-05
94,1588.65,0.38598,0.17765,0.01725,0.00931,0.97608,0.98095,0.98811,0.88425,0.48116,0.1871,0.01754,0.00956,3.30681e-05,3.30681e-05,3.30681e-05
95,1656.99,0.39146,0.17343,0.01721,0.00938,0.97808,0.98252,0.98799,0.88552,0.4813,0.18515,0.01756,0.00964,2.89398e-05,2.89398e-05,2.89398e-05
96,1725.83,0.38648,0.16984,0.01677,0.00909,0.97965,0.97907,0.98649,0.88444,0.48053,0.18464,0.01761,0.00937,2.48115e-05,2.48115e-05,2.48115e-05
97,1794.54,0.38653,0.16566,0.01696,0.00896,0.97803,0.98186,0.9877,0.88469,0.48354,0.1842,0.01766,0.00961,2.06832e-05,2.06832e-05,2.06832e-05
98,1863.36,0.37867,0.16727,0.01711,0.00883,0.97646,0.98228,0.98715,0.88409,0.48236,0.1857,0.01769,0.01068,1.65549e-05,1.65549e-05,1.65549e-05
99,1932.04,0.37676,0.16742,0.01676,0.00893,0.98038,0.98069,0.9876,0.88449,0.4813,0.18263,0.01764,0.0101,1.24266e-05,1.24266e-05,1.24266e-05
100,2000.76,0.38517,0.17457,0.01762,0.00903,0.98222,0.97666,0.98826,0.88511,0.4813,0.18428,0.01765,0.01,8.2983e-06,8.2983e-06,8.2983e-06
